0,18004.0
1,5011.0
2,3061.0
3,1536.0
4,616.0
5,213.0
6,70.0
7,14.0
8,5.0
9,1.0
10,5.0
11,12.0
12,37.0
13,75.0
14,180.0
15,358.0
16,681.0
17,1291.0
18,2202.0
19,3639.0
20,5902.0
21,8928.0
22,12765.0
23,17344.0
24,22252.0
25,26035.0
26,29548.0
27,31826.0
28,33736.0
29,35272.0
30,36741.0
31,38116.0
32,39356.0
33,41614.0
34,42374.0
35,44512.0
36,45695.0
37,46760.0
38,48095.0
39,49102.0
40,50377.0
41,51352.0
42,53580.0
43,54904.0
44,56179.0
45,57159.0
46,58425.0
47,59396.0
48,61112.0
49,61830.0
50,63543.0
51,63992.0
52,65351.0
53,66769.0
54,67713.0
55,68998.0
56,70173.0
57,71600.0
58,72717.0
59,73685.0
60,74908.0
61,76227.0
62,77453.0
63,77718.0
64,79469.0
65,81032.0
66,82585.0
67,84132.0
68,85662.0
69,86698.0
70,87831.0
71,89516.0
72,90492.0
73,91958.0
74,94634.0
75,95752.0
76,96653.0
77,97283.0
78,97317.0
79,96924.0
80,97920.0
81,99013.0
82,100054.0
83,101266.0
84,103089.0
85,103889.0
86,104166.0
87,105166.0
88,105638.0
89,106525.0
90,107840.0
91,109115.0
92,109097.0
93,109535.0
94,109301.0
95,110367.0
96,111047.0
97,112482.0
98,112914.0
99,113590.0
100,114292.0
101,114867.0
102,116037.0
103,116312.0
104,117429.0
105,118240.0
106,118418.0
107,118473.0
108,118703.0
109,119307.0
110,118278.0
111,119068.0
112,119472.0
113,120237.0
114,120713.0
115,120094.0
116,119538.0
117,121347.0
118,123441.0
119,124613.0
120,124189.0
121,124201.0
122,123420.0
123,123026.0
124,123079.0
125,123147.0
126,124150.0
127,124465.0
128,125097.0
129,125411.0
130,126078.0
131,125777.0
132,126202.0
133,126048.0
134,125585.0
135,125224.0
136,126036.0
137,125417.0
138,126411.0
139,125066.0
140,124860.0
141,124624.0
142,124574.0
143,125365.0
144,125678.0
145,126384.0
146,125471.0
147,125468.0
148,126526.0
149,126416.0
150,126640.0
151,126801.0
152,127238.0
153,126789.0
154,125802.0
155,125231.0
156,126217.0
157,128141.0
158,129664.0
159,130589.0
160,130848.0
161,130937.0
162,129480.0
163,127889.0
164,128189.0
165,129521.0
166,129385.0
167,129899.0
168,129834.0
169,129964.0
170,129394.0
171,129060.0
172,129533.0
173,129912.0
174,130728.0
175,131043.0
176,131257.0
177,132680.0
178,132026.0
179,132459.0
180,132742.0
181,133665.0
182,134458.0
183,134454.0
184,133766.0
185,134396.0
186,134211.0
187,135172.0
188,135294.0
189,135766.0
190,136583.0
191,136934.0
192,137047.0
193,138140.0
194,137769.0
195,138281.0
196,139217.0
197,140623.0
198,141719.0
199,142670.0
200,142700.0
201,143644.0
202,143538.0
203,143422.0
204,144983.0
205,145489.0
206,146043.0
207,147196.0
208,147497.0
209,149385.0
210,149740.0
211,151600.0
212,152256.0
213,153794.0
214,154474.0
215,155054.0
216,156557.0
217,156605.0
218,158993.0
219,160486.0
220,161710.0
221,163172.0
222,164394.0
223,164766.0
224,166944.0
225,167939.0
226,170255.0
227,171863.0
228,173270.0
229,174890.0
230,175763.0
231,179195.0
232,187493.0
233,197406.0
234,210224.0
235,217749.0
236,213676.0
237,205189.0
238,199486.0
239,196668.0
240,197480.0
241,200653.0
242,202474.0
243,205381.0
244,207672.0
245,213912.0
246,213474.0
247,223438.0
248,243075.0
249,303360.0
250,503306.0
251,1041364.0
252,2309785.0
253,4747759.0
254,9268781.0
255,139307927.0
